day,hour,value
01,00,78197
01,01,74417
01,02,67020
01,03,69914
01,04,82125
01,05,116341
01,06,168200
01,07,196117
01,08,194707
01,09,185083
01,10,180264
01,11,167692
01,12,160675
01,13,155068
01,14,153014
01,15,153224
01,16,150058
01,17,138920
01,18,117322
01,19,102365
01,20,95266
01,21,89383
01,22,82479
01,23,74592
02,00,68524
02,01,66534
02,02,66711
02,03,67945
02,04,76234
02,05,99540
02,06,145065
02,07,178072
02,08,181634
02,09,178690
02,10,170340
02,11,152524
02,12,138889
02,13,131933
02,14,130881
02,15,132961
02,16,133138
02,17,121563
02,18,101212
02,19,87359
02,20,82604
02,21,79205
02,22,71680
02,23,65126
03,00,61748
03,01,61066
03,02,62359
03,03,71154
03,04,99842
03,05,134052
03,06,163368
03,07,184594
03,08,188042
03,09,187415
03,10,182858
03,11,166471
03,12,153931
03,13,149968
03,14,150396
03,15,152323
03,16,152882
03,17,139247
03,18,115338
03,19,100382
03,20,93737
03,21,86124
03,22,77580
03,23,70435
04,00,66290
04,01,64894
04,02,69248
04,03,87360
04,04,138346
04,05,174017
04,06,176944
04,07,169448
04,08,163315
04,09,161757
04,10,165251
04,11,158967
04,12,152548
04,13,154573
04,14,153857
04,15,156602
04,16,158388
04,17,142503
04,18,120064
04,19,104133
04,20,96619
04,21,90122
04,22,81887
04,23,74753
05,00,68845
05,01,66628
05,02,68275
05,03,85491
05,04,135760
05,05,170688
05,06,172854
05,07,167710
05,08,161366
05,09,162264
05,10,167194
05,11,162444
05,12,155597
05,13,154463
05,14,157137
05,15,160331
05,16,159582
05,17,143489
05,18,118202
05,19,102950
05,20,96081
05,21,85632
05,22,78459
05,23,71774
06,00,67885
06,01,67067
06,02,69138
06,03,85635
06,04,137854
06,05,173246
06,06,175970
06,07,172820
06,08,167798
06,09,168030
06,10,170248
06,11,163411
06,12,143821
06,13,143746
06,14,147855
06,15,153989
06,16,155933
06,17,138586
06,18,115636
06,19,99107
06,20,90637
06,21,84313
06,22,76413
06,23,69095
07,00,62894
07,01,62541
07,02,65396
07,03,83063
07,04,131961
07,05,168271
07,06,174770
07,07,174805
07,08,168763
07,09,169403
07,10,171650
07,11,167427
07,12,162001
07,13,158799
07,14,160922
07,15,164011
07,16,159408
07,17,141188
07,18,114771
07,19,99834
07,20,92815
07,21,86973
07,22,78697
07,23,71443
08,00,66613
08,01,64941
08,02,64458
08,03,68207
08,04,81154
08,05,113717
08,06,162341
08,07,193840
08,08,195100
08,09,189847
08,10,183442
08,11,169255
08,12,159563
08,13,151161
08,14,151233
08,15,153035
08,16,150677
08,17,137690
08,18,114852
08,19,101628
08,20,95591
08,21,90133
08,22,82970
08,23,74234
09,00,69970
09,01,65371
09,02,64736
09,03,66924
09,04,74145
09,05,93736
09,06,138799
09,07,179766
09,08,189657
09,09,186564
09,10,176519
09,11,158254
09,12,143773
09,13,134699
09,14,134186
09,15,136774
09,16,137759
09,17,126464
09,18,102261
09,19,88586
09,20,83917
09,21,79821
09,22,72694
09,23,65888
10,00,60875
10,01,59338
10,02,63669
10,03,82690
10,04,134904
10,05,172459
10,06,171722
10,07,166799
10,08,160779
10,09,161497
10,10,164752
10,11,157414
10,12,153906
10,13,152227
10,14,156506
10,15,160839
10,16,158877
10,17,141643
10,18,116213
10,19,99595
10,20,91914
10,21,84447
10,22,75599
10,23,68720
11,00,64137
11,01,62630
11,02,65486
11,03,83296
11,04,132892
11,05,167254
11,06,173085
11,07,170068
11,08,162233
11,09,163830
11,10,167545
11,11,159487
11,12,153001
11,13,151684
11,14,155981
11,15,160355
11,16,158321
11,17,142267
11,18,116668
11,19,100819
11,20,93711
11,21,87273
11,22,79247
11,23,73774
12,00,69251
12,01,68546
12,02,71001
12,03,87599
12,04,135026
12,05,170751
12,06,177475
12,07,178607
12,08,178328
12,09,182842
12,10,187008
12,11,180657
12,12,174589
12,13,175813
12,14,181842
12,15,188040
12,16,189060
12,17,173329
12,18,151329
12,19,139794
12,20,134576
12,21,129448
12,22,121881
12,23,118218
13,00,117307
13,01,119322
13,02,123323
13,03,142817
13,04,194032
13,05,229334
13,06,237124
13,07,237823
13,08,235640
13,09,243657
13,10,246959
13,11,241950
13,12,235876
13,13,237342
13,14,245179
13,15,251215
13,16,252204
13,17,236333
13,18,212286
13,19,195736
13,20,191025
13,21,185859
13,22,180095
13,23,177138
14,00,124476
14,01,71420
14,02,74593
14,03,84486
14,04,131287
14,05,167744
14,06,177895
14,07,178087
14,08,172926
14,09,172844
14,10,174864
14,11,166810
14,12,158896
14,13,159191
14,14,161696
14,15,163969
14,16,161544
14,17,143561
14,18,118837
14,19,105484
14,20,97680
14,21,92398
14,22,82711
14,23,73755
15,00,67250
15,01,63798
15,02,64922
15,03,70203
15,04,82274
15,05,113101
15,06,165415
15,07,196662
15,08,198479
15,09,192269
15,10,187877
15,11,172493
15,12,158752
15,13,153635
15,14,151805
15,15,152814
15,16,155775
15,17,138473
15,18,116927
15,19,103642
15,20,97745
