day,hour,value
17,16,137537
17,17,130662
17,18,116926
17,19,103867
17,20,95323
17,21,87170
17,22,78164
17,23,71382
18,00,67250
18,01,68618
18,02,71490
18,03,85897
18,04,125735
18,05,155129
18,06,163512
18,07,162002
18,08,160527
18,09,161266
18,10,164131
18,11,156224
18,12,148852
18,13,146166
18,14,147875
18,15,149578
18,16,151699
18,17,144358
18,18,129160
18,19,116899
18,20,105197
18,21,96107
18,22,86223
18,23,78464
19,00,73007
19,01,71999
19,02,75093
19,03,89563
19,04,129113
19,05,159231
19,06,165732
19,07,162325
19,08,158434
19,09,160322
19,10,162988
19,11,156994
19,12,150561
19,13,149865
19,14,150171
19,15,154760
19,16,154676
19,17,143118
19,18,129503
19,19,117694
19,20,106292
19,21,98184
19,22,88400
19,23,80523
20,00,76801
20,01,76242
20,02,79954
20,03,86966
20,04,129214
20,05,161248
20,06,168201
20,07,163016
20,08,157182
20,09,158987
20,10,161924
20,11,157121
20,12,154201
20,13,150241
20,14,152174
20,15,156834
20,16,156428
20,17,142949
20,18,128845
20,19,115788
20,20,106467
20,21,95968
20,22,83230
20,23,75595
21,00,71710
21,01,69749
21,02,69300
21,03,84114
21,04,123520
21,05,153533
21,06,159552
21,07,159965
21,08,160678
21,09,157476
21,10,160681
21,11,158041
21,12,151460
21,13,146917
21,14,149053
21,15,150046
21,16,150297
21,17,140899
21,18,124973
21,19,113891
21,20,101686
21,21,88426
21,22,78773
21,23,73786
22,00,69975
22,01,69294
22,02,70434
22,03,82138
22,04,120558
22,05,152913
22,06,165155
22,07,168095
22,08,166955
22,09,168425
22,10,170992
22,11,168916
22,12,164643
22,13,161146
22,14,160359
22,15,161069
22,16,162103
22,17,145769
22,18,125886
22,19,111347
22,20,100058
22,21,93201
22,22,81194
22,23,73121
23,00,68496
23,01,66321
23,02,66647
23,03,71479
23,04,85213
23,05,115894
23,06,156462
23,07,180534
23,08,180553
23,09,175796
23,10,169811
23,11,159013
23,12,149737
23,13,143049
23,14,142554
23,15,145395
23,16,148263
23,17,140367
23,18,121861
23,19,107350
23,20,98618
23,21,89309
23,22,79190
23,23,71216
24,00,65850
24,01,62870
24,02,61891
24,03,63073
24,04,69250
24,05,91678
24,06,127153
24,07,158450
24,08,169426
24,09,166893
24,10,161032
24,11,149221
24,12,134915
24,13,125425
24,14,124609
24,15,126408
24,16,128839
24,17,123749
24,18,111014
24,19,100620
24,20,92044
24,21,84118
24,22,76326
24,23,69733
25,00,65933
25,01,64580
25,02,65207
25,03,78325
25,04,114064
25,05,142254
25,06,151758
25,07,151561
25,08,149853
25,09,149920
25,10,151556
25,11,148260
25,12,144735
25,13,144281
25,14,144859
25,15,145363
25,16,145996
25,17,136856
25,18,120434
25,19,110131
25,20,98555
25,21,90673
25,22,80778
25,23,74850
26,00,70715
26,01,66945
26,02,71418
26,03,84945
26,04,121073
26,05,150353
26,06,162059
26,07,160431
26,08,156075
26,09,157336
26,10,161369
26,11,157434
26,12,151381
26,13,148528
26,14,149858
26,15,150279
26,16,148132
26,17,137920
26,18,119025
26,19,102690
26,20,91425
26,21,83802
26,22,75612
26,23,70961
27,00,67559
27,01,67534
27,02,69570
27,03,85691
27,04,124006
27,05,148695
27,06,159298
27,07,159227
27,08,158406
27,09,156741
27,10,158104
27,11,151550
27,12,144635
27,13,142089
27,14,144774
27,15,149627
27,16,149851
27,17,139601
27,18,124356
27,19,114326
27,20,102429
27,21,91488
27,22,81357
27,23,74531
28,00,70392
28,01,67243
28,02,68888
28,03,83796
28,04,120533
28,05,149941
28,06,161219
28,07,163806
28,08,159717
28,09,157686
28,10,160301
28,11,153540
28,12,148585
28,13,148851
28,14,151195
28,15,150422
28,16,149304
28,17,140336
28,18,124610
28,19,110270
28,20,100643
28,21,90914
28,22,81871
28,23,74154
29,00,70523
29,01,70634
29,02,76115
29,03,85846
29,04,116819
29,05,148778
29,06,166834
29,07,164096
29,08,161199
29,09,161515
29,10,163485
29,11,159114
29,12,151465
29,13,146134
29,14,145389
29,15,147062
29,16,144655
29,17,135834
29,18,120877
29,19,106867
29,20,97986
29,21,89867
29,22,81204
29,23,74532
30,00,71192
30,01,66250
30,02,64809
30,03,68318
30,04,80131
30,05,110788
30,06,148701
30,07,171469
30,08,170959
30,09,164526
30,10,160476
30,11,150419
30,12,140273
30,13,138343
30,14,137390
30,15,138736
30,16,137027
30,17,130650
30,18,117647
30,19,106160
30,20,95862
30,21,89196
30,22,79081
30,23,71319
31,00,66404
31,01,63863
31,02,60603
31,03,61771
31,04,68174
31,05,88324
31,06,126208
31,07,157308
31,08,169551
31,09,170012
31,10,162615
31,11,147812
31,12,133666
31,13,125708
31,14,122875
31,15,126770
31,16,128512
31,17,120842
31,18,103968
31,19,92248
31,20,87281
31,21,78802
31,22,72258
31,23,65002
