month,day,list
2016_01,01,"[(u'Germany', 1394809), (u'United Kingdom', 659653), ('United States of America', 609316), (u'France', 452076), (u'Sweden', 392379), (u'Switzerland', 333565), (u'Netherlands', 228133), (u'Belgium', 97639), (u'Canada', 66943), (u'Angola', 65333), (u'Norway', 44150), (u'Austria', 42609), (u'Denmark', 34899), (u'Australia', 27686), (u'Finland', 20075), (u'Poland', 15473), (u'Spain', 15434), (u'Ireland', 13213), (u'New Zealand', 12864), (u'Luxembourg', 12339), (u'Italy', 9853), (u'Russia', 5282), (u'Singapore', 4471), (u'Japan', 4420), (u'Chile', 3376), (u'Brazil', 3188), (u'Hong Kong', 2986), (u'Ukraine', 2910), (u'Colombia', 2883), (u'Mexico', 2811), (u'Thailand', 2509), (u'Israel', 2415), (u'Czechia', 2402), (u'Liechtenstein', 2337), (u'Greece', 2106), (u'Hungary', 2077), (u'South Africa', 1918), (u'Slovenia', 1916), (u'Serbia', 1914), (u'Portugal', 1895), (u'Turkey', 1661), (u'Cura\xe7ao', 1560), (u'China', 1527), (u'Faroe Islands', 1448), (u'Argentina', 1416), (u'Slovak Republic', 1412), (u'Romania', 1402), (u'Philippines', 1074), (u'Morocco', 977), (u'Croatia', 943), (u'Republic of Korea', 914), (u'Belarus', 845), (u'Latvia', 795), (u'Republic of Lithuania', 767), (u'Haiti', 755), (None, 688), (u'Mauritius', 656), ('not found', 652), (u'India', 623), (u'Bosnia and Herzegovina', 622), (u'Tunisia', 618), (u'Malaysia', 574), (u'Peru', 542), (u'Indonesia', 496), (u'United Arab Emirates', 450), (u'Venezuela', 421), (u'Taiwan', 374), (u'Gabon', 349), (u'\xc5land', 329), (u'Pakistan', 315), (u'Cyprus', 312), (u'Malta', 310), (u'French Polynesia', 298), (u'Paraguay', 282), (u'R\xe9union', 274), (u'Egypt', 264), (u'Zimbabwe', 231), (u'Iceland', 215), (u'New Caledonia', 212), (u'Republic of Moldova', 211), (u'Panama', 207), (u'Grenada', 200), (u'Algeria', 194), (u'Costa Rica', 184), (u'Zambia', 184), (u'Guadeloupe', 162), (u'Barbados', 153), (u'Ecuador', 148), (u'Gibraltar', 144), (u'Albania', 138), (u'Bulgaria', 136), (u'Mayotte', 134), (u'Vietnam', 130), (u'Puerto Rico', 126), (u'Uruguay', 111), (u'Qatar', 108), (u'Mali', 105), (u'Bahamas', 104), (u'Guatemala', 103), (u'Saint Lucia', 94), (u'Kazakhstan', 93), (u'El Salvador', 90), (u'Estonia', 90), (u'Cambodia', 84), (u'Trinidad and Tobago', 79), (u'Jersey', 77), (u'Palestine', 73), (u'Namibia', 70), (u'Republic of the Congo', 69), (u'British Virgin Islands', 63), (u'Kenya', 56), (u'Laos', 47), (u'Suriname', 43), (u'Martinique', 43), (u'Saudi Arabia', 41), (u'Monaco', 40), (u'Tanzania', 34), (u'Macedonia', 33), (u'Burkina Faso', 31), (u'Greenland', 29), (u'Ivory Coast', 26), (u'U.S. Virgin Islands', 22), (u'Saint Vincent and the Grenadines', 21), (u'Bangladesh', 20), (u'Hashemite Kingdom of Jordan', 17), (u'Cayman Islands', 16), (u'Saint Pierre and Miquelon', 13), (u'Senegal', 12), (u'Bonaire, Sint Eustatius, and Saba', 8), (u'Isle of Man', 8), (u'Lebanon', 7), (u'Bermuda', 7), (u'Wallis and Futuna', 6), (u'Guernsey', 6), (u'Belize', 6), (u'Dominican Republic', 4), (u'Rwanda', 3), (u'Aruba', 1)]"
2016_01,02,"[(u'Germany', 2826682), (u'United Kingdom', 1564483), ('United States of America', 1205645), (u'France', 902524), (u'Switzerland', 695161), (u'Sweden', 648727), (u'Netherlands', 458821), (u'Australia', 288895), (u'Belgium', 201032), (u'Canada', 126344), (u'Angola', 121991), (u'Austria', 90257), (u'Norway', 84670), (u'Denmark', 66695), (u'Finland', 38701), (u'Spain', 31531), (u'Poland', 30408), (u'Ireland', 28658), (u'Luxembourg', 25705), (u'New Zealand', 24837), (u'Italy', 19747), (u'Russia', 12705), (u'Colombia', 7743), (u'Singapore', 7319), (u'Japan', 6952), (u'Hong Kong', 6578), (u'Brazil', 6010), (u'Mexico', 5654), (u'Liechtenstein', 5647), (u'Thailand', 5476), (u'Greece', 5255), (u'Israel', 4821), (u'Hungary', 4679), (u'Ukraine', 4296), (u'Czechia', 3756), (u'Portugal', 3603), (u'Chile', 3512), (u'Slovenia', 3456), (u'South Africa', 3337), (u'Slovak Republic', 3211), (u'Serbia', 3139), (u'Turkey', 2900), (u'China', 2849), (u'Faroe Islands', 2839), (u'Romania', 2556), (u'Croatia', 2533), (u'Argentina', 2512), (u'Cura\xe7ao', 2468), (u'Belarus', 1990), (u'Morocco', 1949), (u'Republic of Korea', 1809), (u'Malaysia', 1520), (u'Tunisia', 1482), (u'Philippines', 1397), (u'Republic of Lithuania', 1391), ('not found', 1300), (u'Mauritius', 1247), (u'India', 1166), (u'United Arab Emirates', 1161), (u'Latvia', 1156), (u'Indonesia', 1132), (u'Bosnia and Herzegovina', 1025), (u'Algeria', 948), (u'Cyprus', 945), (u'Haiti', 915), (None, 894), (u'Venezuela', 827), (u'Malta', 804), (u'Iceland', 783), (u'Taiwan', 773), (u'\xc5land', 710), (u'Peru', 555), (u'Paraguay', 531), (u'R\xe9union', 516), (u'Estonia', 470), (u'Bulgaria', 456), (u'Pakistan', 443), (u'Panama', 431), (u'Gabon', 422), (u'Republic of Moldova', 408), (u'Zimbabwe', 390), (u'French Polynesia', 384), (u'Qatar', 370), (u'Costa Rica', 366), (u'New Caledonia', 329), (u'Egypt', 320), (u'Albania', 307), (u'Ecuador', 305), (u'Vietnam', 295), (u'Grenada', 293), (u'Saint Lucia', 289), (u'Barbados', 289), (u'Namibia', 287), (u'Mali', 241), (u'Puerto Rico', 231), (u'Guadeloupe', 225), (u'Trinidad and Tobago', 222), (u'Guatemala', 220), (u'Gibraltar', 211), (u'Zambia', 193), (u'Bonaire, Sint Eustatius, and Saba', 192), (u'Uruguay', 171), (u'British Virgin Islands', 167), (u'Jersey', 166), (u'El Salvador', 157), (u'Mayotte', 153), (u'Cambodia', 146), (u'Kenya', 145), (u'Martinique', 129), (u'Kazakhstan', 117), (u'Bangladesh', 110), (u'Belize', 109), (u'Republic of the Congo', 107), (u'Greenland', 107), (u'Bahamas', 104), (u'Saudi Arabia', 96), (u'Burkina Faso', 93), (u'Antigua and Barbuda', 92), (u'Tanzania', 87), (u'Palestine', 82), (u'Laos', 81), (u'Botswana', 76), (u'Rwanda', 75), (u'Lebanon', 70), (u'Kuwait', 70), (u'Hashemite Kingdom of Jordan', 69), (u'Brunei', 63), (u'Monaco', 62), (u'Sri Lanka', 48), (u'Suriname', 43), (u'Cayman Islands', 39), (u'Macedonia', 38), (u'Andorra', 37), (u'Dominican Republic', 37), (u'U.S. Virgin Islands', 35), (u'Oman', 35), (u'Nigeria', 33), (u'Saint Vincent and the Grenadines', 28), (u'Ivory Coast', 26), (u'Guernsey', 24), (u'Bermuda', 19), (u'Saint Kitts and Nevis', 18), (u'Jamaica', 16), (u'Isle of Man', 15), (u'Ghana', 14), (u'Senegal', 14), (u'Saint Pierre and Miquelon', 14), (u'Liberia', 9), (u'Wallis and Futuna', 8), (u'Saint-Barth\xe9lemy', 3), (u'Aruba', 1), (u'Montenegro', 1), (u'Bolivia', 1), (u'Iraq', 1)]"
2016_01,03,"[(u'Germany', 4034821), (u'United Kingdom', 2098482), ('United States of America', 1808071), (u'France', 1381122), (u'Switzerland', 1063439), (u'Sweden', 831935), (u'Netherlands', 672844), (u'Australia', 317010), (u'Belgium', 308116), (u'Canada', 183130), (u'Austria', 137713), (u'Angola', 122660), (u'Norway', 121785), (u'Greece', 116614), (u'Denmark', 98501), (u'Finland', 56687), (u'Spain', 47634), (u'Poland', 45196), (u'Ireland', 42262), (u'New Zealand', 38045), (u'Luxembourg', 36729), (u'Italy', 29707), (u'Russia', 20011), (u'Thailand', 10991), (u'Colombia', 10823), (u'Singapore', 10239), (u'Japan', 9837), (u'Hong Kong', 9789), (u'Brazil', 9762), (u'Mexico', 7850), (u'Hungary', 7807), (u'Liechtenstein', 7496), (u'Israel', 6878), (u'Ukraine', 6260), (u'Slovenia', 5504), (u'Czechia', 5232), (u'Portugal', 5057), (u'South Africa', 4933), (u'Turkey', 4757), (u'Slovak Republic', 4731), (u'Serbia', 4439), (u'China', 4383), (u'Croatia', 4186), (u'Romania', 3995), (u'Chile', 3858), (u'Faroe Islands', 3853), (u'Argentina', 3464), (u'Morocco', 3269), (u'Cura\xe7ao', 3143), (u'Belarus', 2760), (u'Republic of Korea', 2550), (u'Malaysia', 2349), (u'Tunisia', 2145), (u'Republic of Lithuania', 1977), (u'India', 1971), ('not found', 1966), (u'Philippines', 1760), (u'Mauritius', 1754), (u'United Arab Emirates', 1691), (u'Indonesia', 1669), (u'Bosnia and Herzegovina', 1539), (u'Cyprus', 1438), (u'Malta', 1356), (u'Taiwan', 1339), (u'Latvia', 1251), (u'Haiti', 1185), (u'Algeria', 1172), (None, 1164), (u'Iceland', 1162), (u'Estonia', 1116), (u'Venezuela', 1094), (u'\xc5land', 935), (u'Bulgaria', 823), (u'R\xe9union', 741), (u'Paraguay', 708), (u'Costa Rica', 687), (u'Pakistan', 655), (u'Albania', 627), (u'Panama', 595), (u'Qatar', 591), (u'Tanzania', 589), (u'French Polynesia', 580), (u'Peru', 569), (u'Republic of Moldova', 552), (u'Namibia', 513), (u'Egypt', 511), (u'Puerto Rico', 480), (u'Gabon', 471), (u'Zimbabwe', 447), (u'New Caledonia', 439), (u'Vietnam', 415), (u'Ecuador', 411), (u'Barbados', 404), (u'Ivory Coast', 380), (u'Guadeloupe', 363), (u'Guatemala', 362), (u'Mali', 355), (u'Trinidad and Tobago', 349), (u'Grenada', 339), (u'Gibraltar', 336), (u'Saint Lucia', 336), (u'Bonaire, Sint Eustatius, and Saba', 299), (u'Zambia', 292), (u'Kazakhstan', 270), (u'Jersey', 264), (u'Cambodia', 247), (u'Kenya', 244), (u'Hashemite Kingdom of Jordan', 235), (u'Antigua and Barbuda', 231), (u'British Virgin Islands', 210), (u'Saudi Arabia', 206), (u'Uruguay', 205), (u'Republic of the Congo', 199), (u'Saint Pierre and Miquelon', 192), (u'El Salvador', 188), (u'Mayotte', 166), (u'Bangladesh', 161), (u'Martinique', 160), (u'Greenland', 157), (u'Burkina Faso', 154), (u'Rwanda', 144), (u'Laos', 138), (u'Palestine', 132), (u'Botswana', 131), (u'Belize', 109), (u'Bahamas', 104), (u'Kuwait', 95), (u'Cayman Islands', 95), (u'Suriname', 92), (u'Brunei', 87), (u'Oman', 74), (u'Lebanon', 71), (u'Monaco', 62), (u'Macedonia', 58), (u'Nigeria', 55), (u'U.S. Virgin Islands', 48), (u'Sri Lanka', 48), (u'Libya', 44), (u'Saint Kitts and Nevis', 43), (u'Dominican Republic', 41), (u'Saint Vincent and the Grenadines', 39), (u'Guernsey', 39), (u'Andorra', 37), (u'Jamaica', 28), (u'Isle of Man', 25), (u'Bermuda', 21), (u'Liberia', 19), (u'Senegal', 17), (u'Ghana', 14), (u'Wallis and Futuna', 10), (u'Bolivia', 7), (u'French Guiana', 4), (u'Uzbekistan', 3), (u'Saint-Barth\xe9lemy', 3), (u'Aruba', 1), (u'Montenegro', 1), (u'Iraq', 1)]"
2016_01,04,"[(u'Germany', 5303239), (u'United Kingdom', 2858927), ('United States of America', 2457966), (u'France', 1849908), (u'Switzerland', 1502638), (u'Sweden', 1195901), (u'Netherlands', 943724), (u'Belgium', 435662), (u'Australia', 420133), (u'Canada', 243486), (u'Austria', 179020), (u'Norway', 170436), (u'Greece', 135843), (u'Denmark', 130045), (u'Angola', 123064), (u'Finland', 77370), (u'Poland', 64934), (u'Spain', 64419), (u'Ireland', 58559), (u'Luxembourg', 51189), (u'New Zealand', 49864), (u'Italy', 41890), (u'Russia', 25852), (u'Singapore', 14156), (u'Thailand', 13599), (u'Colombia', 13078), (u'Japan', 13021), (u'Hong Kong', 12958), (u'Brazil', 12056), (u'Mexico', 11179), (u'Hungary', 10577), (u'Liechtenstein', 10544), (u'Israel', 8713), (u'Ukraine', 8121), (u'South Africa', 7657), (u'Slovenia', 7398), ('not found', 7289), (u'Czechia', 7143), (u'Portugal', 7015), (u'Turkey', 6515), (u'Romania', 6510), (u'Serbia', 6077), (u'Faroe Islands', 6019), (u'Croatia', 5987), (u'Slovak Republic', 5612), (u'China', 5205), (u'Morocco', 4472), (u'Chile', 4469), (u'Argentina', 4219), (u'Cura\xe7ao', 4188), (u'Republic of Korea', 3726), (u'Belarus', 3583), (u'Malaysia', 3292), (u'Haiti', 2884), (u'India', 2873), (u'Tunisia', 2785), (u'Republic of Lithuania', 2585), (u'Indonesia', 2440), (u'Philippines', 2275), (u'Estonia', 2247), (u'United Arab Emirates', 2221), (u'Cyprus', 2170), (u'Latvia', 2158), (u'Taiwan', 2129), (u'Mauritius', 2084), (None, 1929), (u'Iceland', 1841), (u'Bosnia and Herzegovina', 1823), (u'Malta', 1741), (u'Pakistan', 1664), (u'Algeria', 1514), (u'Venezuela', 1256), (u'Albania', 1219), (u'\xc5land', 1183), (u'Ivory Coast', 1044), (u'Peru', 1018), (u'Bulgaria', 1012), (u'R\xe9union', 958), (u'Costa Rica', 901), (u'Paraguay', 877), (u'Qatar', 829), (u'French Polynesia', 795), (u'Panama', 777), (u'Egypt', 691), (u'Namibia', 652), (u'Republic of Moldova', 651), (u'Tanzania', 637), (u'New Caledonia', 601), (u'Brunei', 590), (u'Ecuador', 579), (u'Suriname', 571), (u'Gabon', 561), (u'Zimbabwe', 559), (u'Barbados', 547), (u'Puerto Rico', 543), (u'Trinidad and Tobago', 539), (u'Grenada', 533), (u'Saint Lucia', 518), (u'Vietnam', 508), (u'Guatemala', 498), (u'Kenya', 488), (u'Jersey', 479), (u'Bermuda', 477), (u'Mali', 472), (u'Guadeloupe', 454), (u'Uruguay', 445), (u'Cambodia', 426), (u'Bonaire, Sint Eustatius, and Saba', 379), (u'Gibraltar', 379), (u'Hashemite Kingdom of Jordan', 351), (u'Kazakhstan', 328), (u'Zambia', 295), (u'Saudi Arabia', 291), (u'Belize', 246), (u'Antigua and Barbuda', 231), (u'Republic of the Congo', 230), (u'Greenland', 229), (u'El Salvador', 225), (u'British Virgin Islands', 221), (u'Martinique', 202), (u'Saint Pierre and Miquelon', 195), (u'Burkina Faso', 192), (u'Laos', 187), (u'Bangladesh', 186), (u'Rwanda', 178), (u'Kuwait', 176), (u'Mayotte', 173), (u'Mozambique', 169), (u'Jamaica', 154), (u'Montenegro', 153), (u'Palestine', 148), (u'Botswana', 136), (u'Cayman Islands', 122), (u'Dominican Republic', 107), (u'Bahamas', 104), (u'Guernsey', 82), (u'Nigeria', 80), (u'Macedonia', 80), (u'U.S. Virgin Islands', 74), (u'Oman', 74), (u'Nepal', 72), (u'Lebanon', 71), (u'Monaco', 71), (u'Libya', 69), (u'Fiji', 61), (u'Ghana', 53), (u'Senegal', 52), (u'Anguilla', 52), (u'Sri Lanka', 48), (u'Andorra', 45), (u'Saint Kitts and Nevis', 43), (u'Iraq', 43), (u'Saint Vincent and the Grenadines', 39), (u'Liberia', 33), (u'Isle of Man', 27), (u'French Guiana', 22), (u'Bolivia', 21), (u'Saint Martin', 13), (u'Uzbekistan', 10), (u'Wallis and Futuna', 10), (u'Saint-Barth\xe9lemy', 3), (u'Aruba', 1)]"
2016_01,05,"[(u'Germany', 6775909), (u'United Kingdom', 3569865), ('United States of America', 3153168), (u'France', 2322662), (u'Switzerland', 1943243), (u'Sweden', 1768701), (u'Netherlands', 1202795), (u'Belgium', 557687), (u'Australia', 456448), (u'Canada', 308953), (u'Norway', 249241), (u'Austria', 221584), (u'Denmark', 166093), (u'Greece', 138065), (u'Angola', 123637), (u'Finland', 96977), (u'Poland', 85454), (u'Spain', 84022), (u'Ireland', 73898), (u'Luxembourg', 66436), (u'New Zealand', 61358), (u'Italy', 54770), (u'Russia', 33480), (u'Mexico', 17945), (u'Singapore', 17828), (u'Thailand', 16789), (u'Japan', 16646), (u'Hong Kong', 16392), (u'Colombia', 15095), (u'Brazil', 14729), (u'Liechtenstein', 14524), (u'Hungary', 12960), (u'Israel', 11110), (u'Latvia', 10652), (u'Turkey', 10511), (u'Ukraine', 9734), (u'Slovenia', 9718), (u'South Africa', 9557), (u'Portugal', 9189), (u'Czechia', 9000), (u'Faroe Islands', 8730), (u'Romania', 8433), ('not found', 8176), (u'Serbia', 7520), (u'Croatia', 7140), (u'Haiti', 7119), (u'Slovak Republic', 6483), (u'China', 6474), (u'Morocco', 5928), (u'Cura\xe7ao', 5148), (u'Chile', 5144), (u'Belarus', 4987), (u'Argentina', 4939), (u'Republic of Korea', 4701), (u'Malaysia', 4022), (u'India', 3886), (u'Tunisia', 3806), (u'Republic of Lithuania', 3483), (u'Philippines', 3161), (u'Estonia', 3093), (u'Cyprus', 3066), (u'Indonesia', 2928), (u'United Arab Emirates', 2809), (u'Taiwan', 2732), (u'Mauritius', 2605), (u'Iceland', 2425), (None, 2401), (u'Pakistan', 2180), (u'Bosnia and Herzegovina', 2132), (u'Malta', 2000), (u'Algeria', 1922), (u'\xc5land', 1608), (u'Venezuela', 1509), (u'Bulgaria', 1503), (u'Albania', 1444), (u'Qatar', 1435), (u'R\xe9union', 1355), (u'Peru', 1153), (u'Ivory Coast', 1075), (u'French Polynesia', 1073), (u'Paraguay', 1048), (u'Panama', 1044), (u'Costa Rica', 994), (u'Namibia', 926), (u'Bermuda', 919), (u'Saint Lucia', 907), (u'Egypt', 893), (u'Tanzania', 810), (u'Ecuador', 804), (u'Republic of Moldova', 797), (u'Kenya', 777), (u'Brunei', 737), (u'Jersey', 733), (u'New Caledonia', 715), (u'Grenada', 711), (u'Trinidad and Tobago', 711), (u'Gabon', 678), (u'Barbados', 675), (u'Vietnam', 607), (u'Suriname', 605), (u'Guatemala', 583), (u'Guadeloupe', 570), (u'Puerto Rico', 566), (u'Zimbabwe', 565), (u'Dominican Republic', 547), (u'Gibraltar', 539), (u'Uruguay', 527), (u'Bonaire, Sint Eustatius, and Saba', 510), (u'Cambodia', 508), (u'Saudi Arabia', 506), (u'Hashemite Kingdom of Jordan', 499), (u'Mali', 497), (u'Zambia', 406), (u'Belize', 384), (u'Kazakhstan', 361), (u'Saint Pierre and Miquelon', 336), (u'Montenegro', 310), (u'Jamaica', 308), (u'Laos', 286), (u'Greenland', 263), (u'El Salvador', 256), (u'Martinique', 253), (u'Republic of the Congo', 239), (u'Antigua and Barbuda', 237), (u'British Virgin Islands', 236), (u'Bangladesh', 231), (u'Kuwait', 231), (u'Mozambique', 213), (u'Burkina Faso', 208), (u'Rwanda', 207), (u'Fiji', 182), (u'Mayotte', 181), (u'Isle of Man', 174), (u'Palestine', 153), (u'Botswana', 136), (u'Cayman Islands', 131), (u'Nepal', 125), (u'Guernsey', 119), (u'U.S. Virgin Islands', 114), (u'Bahamas', 106), (u'Macedonia', 101), (u'Senegal', 99), (u'Andorra', 97), (u'Bolivia', 91), (u'Libya', 86), (u'Oman', 85), (u'Djibouti', 81), (u'Nigeria', 80), (u'Lebanon', 71), (u'Monaco', 71), (u'Ghana', 53), (u'Anguilla', 53), (u'Sri Lanka', 48), (u'Liberia', 47), (u'Saint Kitts and Nevis', 43), (u'Iraq', 43), (u'Saint Vincent and the Grenadines', 41), (u'French Guiana', 31), (u'Uzbekistan', 19), (u'Saint Martin', 13), (u'Wallis and Futuna', 10), (u'Azerbaijan', 8), (u'Saint-Barth\xe9lemy', 3), (u'Aruba', 2)]"
2016_01,06,"[(u'Germany', 8355718), (u'United Kingdom', 4304133), ('United States of America', 3864627), (u'France', 2886153), (u'Switzerland', 2389649), (u'Sweden', 2325008), (u'Netherlands', 1471441), (u'Belgium', 689714), (u'Australia', 488836), (u'Canada', 373497), (u'Norway', 303505), (u'Austria', 264848), (u'Denmark', 202453), (u'Greece', 141111), (u'Angola', 124369), (u'Finland', 116277), (u'Poland', 105629), (u'Spain', 104066), (u'Ireland', 89659), (u'Luxembourg', 80496), (u'New Zealand', 72681), (u'Italy', 67447), (u'Russia', 48993), (u'Mexico', 27453), (u'Singapore', 21435), (u'Hong Kong', 19923), (u'Japan', 19902), (u'Thailand', 19486), (u'Liechtenstein', 18106), (u'Colombia', 17441), (u'Brazil', 17254), (u'Hungary', 16245), (u'Latvia', 15047), (u'Israel', 13193), (u'Portugal', 11991), (u'Turkey', 11880), (u'Ukraine', 11649), (u'Czechia', 11504), (u'Slovenia', 11290), (u'South Africa', 11083), (u'Faroe Islands', 10650), (u'Romania', 10391), (u'China', 8979), (u'Serbia', 8975), ('not found', 8843), (u'Croatia', 8381), (u'Slovak Republic', 7513), (u'Morocco', 7302), (u'Haiti', 7288), (u'Belarus', 6235), (u'Cura\xe7ao', 6194), (u'Chile', 5874), (u'Argentina', 5616), (u'Republic of Korea', 5550), (u'Malaysia', 4615), (u'Tunisia', 4575), (u'India', 4572), (u'Philippines', 4540), (u'Republic of Lithuania', 4402), (u'Taiwan', 3776), (u'Cyprus', 3726), (u'Estonia', 3724), (u'Indonesia', 3462), (u'United Arab Emirates', 3290), (u'Iceland', 3204), (u'Mauritius', 3039), (u'Pakistan', 2633), (None, 2559), (u'Malta', 2422), (u'Bosnia and Herzegovina', 2366), (u'Algeria', 2206), (u'Qatar', 2119), (u'\xc5land', 2023), (u'Albania', 1986), (u'Venezuela', 1759), (u'Bulgaria', 1671), (u'R\xe9union', 1486), (u'Peru', 1394), (u'French Polynesia', 1304), (u'Panama', 1294), (u'Belize', 1238), (u'Namibia', 1233), (u'Costa Rica', 1218), (u'Paraguay', 1193), (u'Bermuda', 1173), (u'Ivory Coast', 1161), (u'Egypt', 1140), (u'Kenya', 1070), (u'Saint Lucia', 1055), (u'Ecuador', 1025), (u'New Caledonia', 997), (u'Brunei', 936), (u'Barbados', 928), (u'Grenada', 923), (u'Dominican Republic', 900), (u'Republic of Moldova', 883), (u'Trinidad and Tobago', 870), (u'Tanzania', 860), (u'Jersey', 759), (u'Vietnam', 735), (u'Gabon', 730), (u'Saudi Arabia', 710), (u'Guatemala', 707), (u'Gibraltar', 701), (u'Suriname', 686), (u'Bonaire, Sint Eustatius, and Saba', 647), (u'Puerto Rico', 633), (u'Guadeloupe', 631), (u'Zimbabwe', 599), (u'Uruguay', 581), (u'Cambodia', 555), (u'Hashemite Kingdom of Jordan', 530), (u'Mali', 522), (u'Jamaica', 505), (u'Zambia', 453), (u'Saint Pierre and Miquelon', 448), (u'Kazakhstan', 437), (u'Montenegro', 426), (u'Laos', 336), (u'Greenland', 314), (u'Bangladesh', 285), (u'El Salvador', 281), (u'Fiji', 278), (u'Republic of the Congo', 275), (u'Antigua and Barbuda', 265), (u'Kuwait', 257), (u'Burkina Faso', 256), (u'Mayotte', 255), (u'Martinique', 254), (u'British Virgin Islands', 236), (u'Rwanda', 221), (u'Mozambique', 213), (u'Djibouti', 202), (u'Isle of Man', 194), (u'Nepal', 175), (u'Palestine', 166), (u'U.S. Virgin Islands', 158), (u'Cayman Islands', 147), (u'Guernsey', 144), (u'Botswana', 136), (u'Andorra', 131), (u'Senegal', 127), (u'Nigeria', 121), (u'Libya', 117), (u'Bahamas', 114), (u'Macedonia', 114), (u'Bolivia', 107), (u'Oman', 85), (u'Liberia', 80), (u'Ghana', 74), (u'Lebanon', 71), (u'Monaco', 71), (u'Iraq', 67), (u'Anguilla', 53), (u'Sri Lanka', 48), (u'Saint Kitts and Nevis', 43), (u'Saint Vincent and the Grenadines', 41), (u'French Guiana', 39), (u'Wallis and Futuna', 26), (u'Uzbekistan', 25), (u'Saint Martin', 13), (u'Azerbaijan', 8), (u'Saint-Barth\xe9lemy', 3), (u'Aruba', 2), (u'Macao', 1), (u'Iran', 1)]"
