day,hour,value
01,00,6320
01,01,5720
01,02,5708
01,03,6219
01,04,9716
01,05,16879
01,06,19612
01,07,17770
01,08,16072
01,09,15030
01,10,15300
01,11,16261
01,12,15412
01,13,14443
01,14,14244
01,15,15117
01,16,16091
01,17,16638
01,18,14779
01,19,11803
01,20,10175
01,21,9690
01,22,8690
01,23,7374
02,00,6479
02,01,5852
02,02,5619
02,03,6313
02,04,9673
02,05,16447
02,06,19180
02,07,17800
02,08,15655
02,09,14546
02,10,14835
02,11,15877
02,12,15317
02,13,14303
02,14,14395
02,15,15120
02,16,16229
02,17,16606
02,18,14523
02,19,11624
02,20,9936
02,21,9479
02,22,8592
02,23,7327
03,00,6638
03,01,5922
03,02,5726
03,03,6215
03,04,9613
03,05,17059
03,06,20383
03,07,18748
03,08,16956
03,09,15464
03,10,15580
03,11,16341
03,12,15655
03,13,14622
03,14,14377
03,15,14892
03,16,15982
03,17,16654
03,18,14596
03,19,11718
03,20,9951
03,21,9480
03,22,8456
03,23,7348
04,00,6282
04,01,5794
04,02,5717
04,03,6149
04,04,9267
04,05,16479
04,06,19570
04,07,18031
04,08,16535
04,09,15446
04,10,15752
04,11,16590
04,12,16083
04,13,15177
04,14,14960
04,15,15517
04,16,16287
04,17,16445
04,18,14364
04,19,11579
04,20,9729
04,21,9070
04,22,8592
04,23,7556
05,00,6542
05,01,5978
05,02,5700
05,03,5717
05,04,6216
05,05,8419
05,06,14143
05,07,18833
05,08,19684
05,09,18627
05,10,17808
05,11,17679
05,12,16771
05,13,15735
05,14,15223
05,15,15274
05,16,15687
05,17,15818
05,18,14144
05,19,11326
05,20,9454
05,21,8972
05,22,8555
05,23,7670
06,00,6754
06,01,6023
06,02,5723
06,03,5567
06,04,5839
06,05,7028
06,06,11335
06,07,16889
06,08,19313
06,09,18668
06,10,17928
06,11,17194
06,12,15765
06,13,14373
06,14,13560
06,15,13458
06,16,14266
06,17,14955
06,18,13526
06,19,10810
06,20,9152
06,21,8962
06,22,8101
06,23,6885
07,00,6077
07,01,5602
07,02,5385
07,03,6099
07,04,9632
07,05,16774
07,06,19517
07,07,17767
07,08,16219
07,09,15017
07,10,15299
07,11,16133
07,12,15420
07,13,14367
07,14,13681
07,15,14461
07,16,15685
07,17,16414
07,18,14558
07,19,11592
07,20,9913
07,21,9405
07,22,8494
07,23,7297
08,00,6392
08,01,5811
08,02,5640
08,03,6204
08,04,9504
08,05,17099
08,06,20362
08,07,18421
08,08,15675
08,09,14410
08,10,14807
08,11,15657
08,12,15205
08,13,14207
08,14,13857
08,15,14529
08,16,15572
08,17,16384
08,18,14359
08,19,11424
08,20,9833
08,21,9298
08,22,8507
08,23,7269
09,00,6262
09,01,5707
09,02,5596
09,03,6126
09,04,9564
09,05,17020
09,06,20448
09,07,18560
09,08,16417
09,09,15081
09,10,15310
09,11,16170
09,12,15389
09,13,14335
09,14,14080
09,15,14713
09,16,15942
09,17,16615
09,18,14727
09,19,11321
09,20,9677
09,21,9296
09,22,8429
09,23,7089
10,00,4459
10,01,4079
10,02,4001
10,03,4678
10,04,9077
10,05,16917
10,06,20801
10,07,18962
10,08,16360
10,09,14926
10,10,15118
10,11,15904
10,12,15018
10,13,14083
10,14,13926
10,15,14395
10,16,15569
10,17,16361
10,18,14416
10,19,11502
10,20,9810
10,21,9362
10,22,8497
10,23,7209
11,00,6256
11,01,5763
11,02,5653
11,03,6149
11,04,9412
11,05,17050
11,06,21177
11,07,19660
11,08,17656
11,09,16168
11,10,16034
11,11,16580
11,12,16066
11,13,14944
11,14,14644
11,15,14989
11,16,15855
11,17,16185
11,18,14250
11,19,11381
11,20,9573
11,21,9038
11,22,8459
11,23,7564
12,00,6476
12,01,5825
12,02,5587
12,03,5591
12,04,6206
12,05,8659
12,06,14492
12,07,19950
12,08,21510
12,09,19930
12,10,18233
12,11,16585
12,12,15897
12,13,14905
12,14,14351
12,15,14456
12,16,15133
12,17,15250
12,18,13603
12,19,10961
12,20,9081
12,21,8613
12,22,8270
12,23,7405
13,00,6621
13,01,5808
13,02,5544
13,03,5513
13,04,5657
13,05,7053
13,06,11450
13,07,17402
13,08,20600
13,09,20110
13,10,18910
13,11,17717
13,12,15744
13,13,13936
13,14,13250
13,15,13099
13,16,14039
13,17,14647
13,18,13215
13,19,10710
13,20,9176
13,21,8914
13,22,8066
13,23,6866
14,00,5942
14,01,5473
14,02,5460
14,03,6023
14,04,9391
14,05,17282
14,06,21064
14,07,19255
14,08,16734
14,09,15598
14,10,15871
14,11,16614
14,12,15537
14,13,14282
14,14,13922
14,15,14618
14,16,15896
14,17,16560
14,18,14654
14,19,11694
14,20,9919
14,21,9554
14,22,8410
14,23,7093
15,00,6108
15,01,5599
15,02,5653
15,03,6197
15,04,9580
15,05,17653
15,06,21423
15,07,19143
15,08,16657
15,09,15425
15,10,15736
15,11,16660
15,12,15609
15,13,14504
15,14,14191
15,15,14856
15,16,16053
15,17,16444
15,18,14503
15,19,11680
15,20,9983
15,21,9402
15,22,8423
15,23,7058
16,00,6037
16,01,5672
16,02,5628
16,03,6153
16,04,9578
16,05,17344
16,06,21158
16,07,19456
16,08,17200
16,09,15641
16,10,15961
16,11,16700
16,12,15719
16,13,14613
16,14,14515
16,15,14708
16,16,15840
16,17,16617
16,18,14762
16,19,11832
16,20,9952
16,21,9330
16,22,8626
16,23,7197
17,00,6173
17,01,5726
17,02,5627
17,03,6093
17,04,9484
17,05,17558
17,06,21499
17,07,19341
17,08,16783
17,09,15193
17,10,15383
17,11,16173
