day,hour,value
01,00,5610
01,01,5161
01,02,5173
01,03,5678
01,04,8447
01,05,14612
01,06,16794
01,07,15497
01,08,14099
01,09,12716
01,10,12840
01,11,13538
01,12,13146
01,13,12371
01,14,12348
01,15,12927
01,16,13809
01,17,14118
01,18,13615
01,19,11361
01,20,9857
01,21,9184
01,22,8450
01,23,7114
02,00,6085
02,01,5547
02,02,5478
02,03,6039
02,04,9536
02,05,17193
02,06,20620
02,07,19207
02,08,16967
02,09,15491
02,10,15568
02,11,16475
02,12,15728
02,13,14727
02,14,14528
02,15,15277
02,16,16414
02,17,16725
02,18,14646
02,19,11738
02,20,9988
02,21,9703
02,22,8868
02,23,7488
03,00,6338
03,01,5886
03,02,5711
03,03,6369
03,04,9681
03,05,17033
03,06,20791
03,07,19572
03,08,17536
03,09,16014
03,10,16183
03,11,16854
03,12,16261
03,13,15119
03,14,15265
03,15,15463
03,16,16683
03,17,16905
03,18,14875
03,19,11885
03,20,10229
03,21,9823
03,22,8908
03,23,7587
04,00,5968
04,01,5489
04,02,5385
04,03,5973
04,04,8639
04,05,14686
04,06,18267
04,07,17355
04,08,15394
04,09,14299
04,10,14520
04,11,15126
04,12,14728
04,13,13975
04,14,14058
04,15,14704
04,16,15543
04,17,15703
04,18,14005
04,19,11253
04,20,9780
04,21,9265
04,22,8522
04,23,7381
05,00,6274
05,01,5706
05,02,5624
05,03,6120
05,04,9051
05,05,15850
05,06,19816
05,07,19409
05,08,17780
05,09,16526
05,10,16452
05,11,17098
05,12,16453
05,13,15569
05,14,15256
05,15,15719
05,16,16586
05,17,16508
05,18,14375
05,19,11580
05,20,9979
05,21,9378
05,22,8800
05,23,7895
06,00,6751
06,01,6034
06,02,5693
06,03,5777
06,04,6285
06,05,8040
06,06,12759
06,07,18645
06,08,21113
06,09,19926
06,10,18786
06,11,18235
06,12,16885
06,13,15692
06,14,14994
06,15,15048
06,16,15799
06,17,15633
06,18,13634
06,19,11077
06,20,9252
06,21,8721
06,22,8598
06,23,7691
07,00,6671
07,01,5970
07,02,5633
07,03,5498
07,04,5733
07,05,6726
07,06,10009
07,07,15967
07,08,19499
07,09,19482
07,10,18423
07,11,17497
07,12,15869
07,13,14327
07,14,13519
07,15,13487
07,16,14145
07,17,14510
07,18,12974
07,19,10607
07,20,9184
07,21,8968
07,22,8260
07,23,6735
08,00,5496
08,01,5131
08,02,5012
08,03,5807
08,04,8908
08,05,14690
08,06,18535
08,07,18704
08,08,17700
08,09,16572
08,10,16325
08,11,16847
08,12,15973
08,13,14761
08,14,14433
08,15,15134
08,16,16297
08,17,16486
08,18,14346
08,19,11466
08,20,9868
