day,hour,value
01,00,72368
01,01,68340
01,02,67340
01,03,66778
01,04,78572
01,05,112291
01,06,149448
01,07,176963
01,08,190865
01,09,188611
01,10,187081
01,11,182158
01,12,167472
01,13,155780
01,14,151691
01,15,152334
01,16,157422
01,17,155599
01,18,136122
01,19,111599
01,20,101153
01,21,93731
01,22,87497
01,23,78755
02,00,68556
02,01,64078
02,02,63324
02,03,65976
02,04,84461
02,05,134904
02,06,171220
02,07,181289
02,08,174865
02,09,172476
02,10,174709
02,11,178636
02,12,167147
02,13,159725
02,14,158976
02,15,161528
02,16,163440
02,17,158835
02,18,140030
02,19,114866
02,20,101159
02,21,92897
02,22,85189
02,23,74807
03,00,65566
03,01,62093
03,02,62542
03,03,66372
03,04,81835
03,05,133943
03,06,171352
03,07,177875
03,08,171354
03,09,166572
03,10,167800
03,11,171389
03,12,161813
03,13,155763
03,14,155715
03,15,162020
03,16,166312
03,17,162611
03,18,140777
03,19,115124
03,20,98528
03,21,95095
03,22,89342
03,23,82455
04,00,74797
04,01,68364
04,02,67443
04,03,68171
04,04,84109
04,05,133381
04,06,172100
04,07,181439
04,08,181138
04,09,188900
04,10,196419
04,11,202769
04,12,200330
04,13,202556
04,14,205865
04,15,215923
04,16,220320
04,17,216844
04,18,198999
04,19,172916
04,20,154582
04,21,145080
04,22,135080
04,23,125615
05,00,111616
05,01,104245
05,02,98144
05,03,94985
05,04,96859
05,05,110109
05,06,146167
05,07,202807
05,08,236617
05,09,236789
05,10,229274
05,11,225827
05,12,212370
05,13,210026
05,14,212755
05,15,217492
05,16,224209
05,17,216225
05,18,196666
05,19,173720
05,20,155425
05,21,144425
05,22,139386
05,23,125361
06,00,110930
06,01,101022
06,02,96956
06,03,91069
06,04,90329
06,05,94939
06,06,120247
06,07,171980
06,08,212820
06,09,221508
06,10,220468
06,11,207940
06,12,194790
06,13,181967
06,14,179284
06,15,186928
06,16,194509
06,17,180421
06,18,159484
06,19,137873
06,20,126275
06,21,122167
06,22,124488
06,23,111787
07,00,100086
07,01,92814
07,02,89195
07,03,88954
07,04,103417
07,05,161070
07,06,197685
07,07,193907
07,08,189351
07,09,184256
07,10,186825
07,11,190620
07,12,184883
07,13,187607
07,14,194764
07,15,209625
07,16,219320
07,17,219639
07,18,197589
07,19,173401
07,20,157242
07,21,146089
07,22,138887
07,23,124045
08,00,112631
08,01,103062
08,02,96967
08,03,95898
08,04,112166
08,05,167282
08,06,201934
08,07,197147
08,08,190183
08,09,182747
08,10,185020
08,11,189833
08,12,187537
08,13,189789
08,14,197348
08,15,210435
08,16,220662
08,17,220121
08,18,197587
08,19,172970
08,20,156760
08,21,147459
08,22,137308
08,23,121919
09,00,111820
09,01,102687
09,02,97554
09,03,95505
09,04,113476
09,05,171245
09,06,208143
09,07,205623
09,08,195885
09,09,187762
09,10,190454
09,11,202718
09,12,195800
09,13,193118
09,14,200304
09,15,211942
09,16,219218
09,17,216139
09,18,195649
09,19,171359
09,20,158473
09,21,149540
09,22,138208
09,23,123324
10,00,113559
10,01,104736
10,02,101458
10,03,100858
10,04,116090
10,05,170481
10,06,206557
10,07,201035
10,08,194059
10,09,187558
10,10,189281
10,11,196381
10,12,195962
10,13,198016
10,14,204609
10,15,218153
10,16,225040
10,17,225939
10,18,202997
10,19,175354
10,20,160207
10,21,150336
10,22,138987
10,23,127591
11,00,116425
11,01,107553
11,02,99855
11,03,98110
11,04,112453
11,05,162180
11,06,196293
11,07,205282
11,08,204696
11,09,199900
11,10,200800
11,11,204498
11,12,202530
11,13,203951
11,14,209722
11,15,223081
11,16,232231
11,17,227301
11,18,206809
11,19,180409
11,20,161014
11,21,149271
11,22,142087
11,23,128611
12,00,117183
12,01,104883
12,02,98109
12,03,93340
12,04,92975
12,05,103703
12,06,139899
12,07,199974
12,08,235799
12,09,233180
12,10,223761
12,11,215644
12,12,205819
12,13,200314
12,14,204041
12,15,214645
