day,hour,value
01,00,128817
01,01,122033
01,02,127027
01,03,137388
01,04,191787
01,05,222653
01,06,204100
01,07,197073
01,08,192859
01,09,224690
01,10,198572
01,11,204830
01,12,203327
01,13,186028
01,14,183745
01,15,201787
01,16,199415
01,17,205263
01,18,145736
01,19,134977
01,20,160699
01,21,134082
01,22,111840
01,23,101465
02,00,87933
02,01,103492
02,02,88689
02,03,110999
02,04,193885
02,05,212897
02,06,210546
02,07,182245
02,08,173353
02,09,176090
02,10,182063
02,11,170488
02,12,165486
02,13,164942
02,14,172951
02,15,174429
02,16,175224
02,17,162514
02,18,140424
02,19,123918
02,20,112372
02,21,102750
02,22,91260
02,23,82901
03,00,77384
03,01,74380
03,02,77453
03,03,96514
03,04,148295
03,05,186697
03,06,188070
03,07,181491
03,08,175435
03,09,176507
03,10,180667
03,11,173614
03,12,167316
03,13,162262
03,14,162383
03,15,165607
03,16,165667
03,17,154235
03,18,139618
03,19,127265
03,20,116114
03,21,101862
03,22,91277
03,23,84890
04,00,79130
04,01,77752
04,02,76714
04,03,80410
04,04,95738
04,05,132959
04,06,181683
04,07,206123
04,08,205517
04,09,197756
04,10,192558
04,11,180315
04,12,169437
04,13,164129
04,14,163630
04,15,163776
04,16,164236
04,17,153483
04,18,136870
04,19,123622
04,20,115593
04,21,105553
04,22,95801
04,23,88940
05,00,83503
05,01,80387
05,02,79722
05,03,80930
05,04,91559
05,05,116499
05,06,160247
05,07,196856
05,08,204787
05,09,200951
05,10,189304
05,11,170210
05,12,157051
05,13,148321
05,14,147024
05,15,147242
05,16,149948
05,17,142937
05,18,124228
05,19,110502
05,20,102170
05,21,92843
05,22,84436
05,23,78161
06,00,73504
06,01,73369
06,02,76978
06,03,93701
06,04,147486
06,05,182832
06,06,180468
06,07,173328
06,08,168394
06,09,169379
06,10,173120
06,11,166026
06,12,156700
06,13,156632
06,14,160129
06,15,162790
06,16,163016
06,17,152913
06,18,133276
06,19,120114
06,20,112829
06,21,108000
06,22,104260
06,23,99530
07,00,95960
07,01,95047
07,02,91542
07,03,98523
07,04,155737
07,05,190875
07,06,185027
07,07,174882
07,08,168454
07,09,170552
07,10,175505
07,11,168420
07,12,161447
07,13,161792
07,14,164267
07,15,165715
07,16,167811
07,17,156951
07,18,136199
07,19,121275
07,20,111390
07,21,105933
07,22,93723
07,23,85876
08,00,80686
08,01,78465
08,02,81894
08,03,101413
08,04,156384
08,05,194002
08,06,186075
