day,hour,value
01,00,225072
01,01,265952
01,02,229842
01,03,248650
01,04,242636
01,05,289856
01,06,326132
01,07,333717
01,08,336547
01,09,351266
01,10,327052
01,11,333112
01,12,332506
01,13,325586
01,14,304712
01,15,312857
01,16,328764
01,17,327936
01,18,314061
01,19,303586
01,20,284925
01,21,284204
01,22,274789
01,23,264304
02,00,273258
02,01,260899
02,02,266009
02,03,280148
02,04,266505
02,05,345363
02,06,372793
02,07,400829
02,08,384660
02,09,352047
02,10,353991
02,11,380417
02,12,356808
02,13,330302
02,14,330366
02,15,346184
02,16,349428
02,17,338596
02,18,308690
02,19,291020
02,20,249069
02,21,273511
02,22,256227
02,23,229722
03,00,242744
03,01,249885
03,02,223969
03,03,231944
03,04,246007
03,05,315636
03,06,348378
03,07,341603
03,08,338501
03,09,347338
03,10,365845
03,11,348197
03,12,366110
03,13,362845
03,14,336168
03,15,359787
03,16,334271
03,17,371646
03,18,351438
03,19,318209
03,20,310176
03,21,279928
03,22,299365
03,23,304654
04,00,248850
04,01,227514
04,02,256641
04,03,244030
04,04,287310
04,05,326437
04,06,273199
04,07,273351
04,08,297638
04,09,287376
04,10,295096
04,11,289372
04,12,270228
04,13,304005
04,14,312554
04,15,284354
04,16,294101
04,17,272321
04,18,266103
04,19,231886
04,20,238105
04,21,234183
04,22,225801
04,23,202721
05,00,214385
05,01,216410
05,02,210892
05,03,219473
05,04,220569
05,05,262692
05,06,306435
05,07,311832
05,08,320846
05,09,316041
05,10,303722
05,11,330799
05,12,317640
05,13,306396
05,14,321222
05,15,325454
05,16,340552
05,17,315904
05,18,279993
05,19,286531
05,20,247334
05,21,241510
05,22,225898
05,23,241197
06,00,218386
06,01,237852
06,02,224367
06,03,212538
06,04,197423
06,05,215948
06,06,237171
06,07,305564
06,08,324993
06,09,325879
06,10,324198
06,11,313335
06,12,294569
06,13,282274
06,14,273991
06,15,281438
06,16,320439
06,17,277945
06,18,254630
06,19,240978
06,20,248072
06,21,230944
06,22,231475
06,23,222327
07,00,204550
07,01,196866
07,02,221270
07,03,215750
07,04,211367
07,05,219241
07,06,244715
07,07,291639
07,08,341065
07,09,319599
07,10,332773
07,11,309908
07,12,302224
07,13,281973
07,14,286821
07,15,280207
07,16,265936
07,17,292069
07,18,278739
07,19,228689
07,20,217121
07,21,257254
07,22,258757
07,23,245360
08,00,196801
08,01,215765
08,02,227517
08,03,226405
08,04,229837
08,05,284641
08,06,329438
08,07,310519
08,08,339308
08,09,321716
08,10,331495
08,11,320211
08,12,301803
08,13,288733
08,14,297391
08,15,292850
08,16,289319
08,17,290266
08,18,252124
08,19,245686
08,20,231356
08,21,277019
08,22,267619
08,23,242779
09,00,224507
09,01,241645
09,02,236676
09,03,257318
09,04,285372
09,05,309302
09,06,362212
09,07,382733
09,08,367722
09,09,372155
09,10,359636
09,11,332178
09,12,353374
09,13,362882
09,14,367055
09,15,357212
09,16,377974
09,17,362596
09,18,346155
09,19,257346
09,20,248706
09,21,243263
09,22,249641
09,23,214109
10,00,172808
10,01,173794
10,02,196699
10,03,205736
10,04,248601
10,05,290461
10,06,349433
10,07,305314
10,08,331742
10,09,325210
10,10,336475
10,11,303321
10,12,308029
10,13,277944
10,14,274637
10,15,281933
10,16,282107
10,17,285183
10,18,274076
10,19,233498
10,20,229451
10,21,227983
10,22,213844
10,23,222396
11,00,210334
11,01,173908
11,02,168987
11,03,202859
11,04,216513
11,05,247470
11,06,330033
11,07,295998
11,08,303700
11,09,279056
11,10,299105
11,11,285086
11,12,285117
11,13,285178
11,14,279282
11,15,268161
11,16,308467
11,17,267310
11,18,251099
11,19,240368
11,20,232680
11,21,219784
11,22,226486
11,23,193057
12,00,183648
12,01,165532
12,02,183820
12,03,192452
12,04,218305
12,05,231347
12,06,297974
12,07,307011
12,08,332086
12,09,313009
12,10,313387
12,11,314964
12,12,316407
12,13,322122
12,14,309374
12,15,294236
12,16,286628
12,17,313372
12,18,277200
12,19,236014
12,20,218899
12,21,209257
12,22,230046
12,23,216480
13,00,191866
13,01,181994
13,02,187062
13,03,175956
13,04,197067
13,05,192306
13,06,221775
13,07,291114
13,08,318897
13,09,322712
13,10,282613
13,11,306112
13,12,281569
13,13,303575
13,14,257366
13,15,277765
13,16,307113
13,17,265891
13,18,273884
13,19,221230
13,20,217714
13,21,205279
13,22,214960
13,23,190660
14,00,199956
14,01,178849
14,02,164402
14,03,176508
14,04,209252
14,05,166612
14,06,203462
14,07,243191
14,08,302200
14,09,323307
14,10,304935
14,11,323803
14,12,305151
14,13,258090
14,14,257120
14,15,271062
14,16,232774
14,17,245590
14,18,218203
14,19,192650
14,20,185183
14,21,219582
14,22,199057
14,23,207455
15,00,183825
15,01,175735
15,02,182803
15,03,188581
15,04,231848
15,05,275048
15,06,291719
15,07,280344
15,08,310515
15,09,300277
15,10,287834
15,11,282254
15,12,270303
15,13,230137
15,14,286740
15,15,268662
15,16,276979
15,17,260745
15,18,239911
15,19,216974
15,20,229754
15,21,219475
15,22,196843
15,23,185666
16,00,180086
16,01,167657
16,02,181893
16,03,183427
16,04,224856
16,05,271612
16,06,294310
16,07,333598
16,08,294968
16,09,302163
16,10,323546
16,11,317718
16,12,321609
16,13,310016
16,14,290278
16,15,295847
16,16,325597
16,17,318713
16,18,269968
16,19,247568
16,20,248931
16,21,179830
16,22,222048
16,23,166823
17,00,176686
17,01,177411
17,02,174702
17,03,176054
17,04,193883
17,05,221776
17,06,263020
17,07,289571
17,08,269619
17,09,289818
17,10,302023
17,11,268879
17,12,277354
17,13,282916
17,14,250631
17,15,252302
17,16,266925
17,17,258582
17,18,224997
17,19,250782
17,20,207942
17,21,209174
17,22,165191
17,23,168380
18,00,144334
18,01,158201
18,02,134579
18,03,154473
18,04,192238
18,05,252155
18,06,230296
18,07,270965
18,08,302323
18,09,279580
18,10,271820
18,11,253845
18,12,265710
18,13,290594
18,14,325216
18,15,301586
18,16,313539
18,17,290160
18,18,269903
18,19,208277
18,20,232797
18,21,202273
18,22,217096
18,23,171864
19,00,161075
19,01,182754
19,02,176463
19,03,195717
19,04,172764
19,05,246631
19,06,259812
19,07,289447
19,08,288129
19,09,249281
19,10,263449
19,11,285012
19,12,257865
19,13,295386
19,14,268605
19,15,263901
19,16,278176
19,17,264864
19,18,266270
19,19,214626
19,20,207058
19,21,195954
19,22,177874
19,23,146212
20,00,165318
20,01,147474
20,02,187842
20,03,169065
20,04,174682
20,05,176528
20,06,201079
20,07,269298
20,08,298647
20,09,287273
20,10,297030
20,11,295223
20,12,296013
20,13,307887
20,14,270340
20,15,281476
20,16,271392
20,17,272878
20,18,255315
20,19,235434
20,20,208173
20,21,225079
20,22,201387
20,23,170280
21,00,170932
21,01,181339
21,02,171654
21,03,166965
21,04,178731
21,05,182232
21,06,188379
21,07,244178
21,08,305303
21,09,282687
21,10,291006
21,11,273002
21,12,288486
21,13,272522
21,14,220451
21,15,255702
21,16,265830
21,17,243886
21,18,269636
21,19,243248
21,20,200415
21,21,211066
21,22,172527
21,23,179283
22,00,154781
22,01,150583
22,02,136919
22,03,179116
22,04,199171
22,05,244400
22,06,247339
22,07,237834
22,08,261888
22,09,285060
22,10,294305
22,11,274874
22,12,253396
22,13,273401
22,14,272255
22,15,266338
22,16,274678
22,17,264191
22,18,242616
22,19,199970
22,20,200333
22,21,179772
22,22,166909
22,23,152125
23,00,176880
23,01,158355
23,02,139048
23,03,147652
23,04,206398
23,05,258953
23,06,263710
23,07,282828
23,08,274017
23,09,243507
23,10,276879
23,11,254512
23,12,246837
23,13,257503
23,14,261649
